Person ID,Age,Gender,Government Employed,Private Employed,Not Employed,Marital Status,Monthly Mobile Money Transaction,Frequency of Mobile Money Usage,Use Mobile Money
K-283,46,Male,Yes,No,Yes,Divorced,150.51406121683203,16,No
K-485,42,Female,Yes,No,No,Divorced,401.5212626181871,17,No
K-779,23,Male,Yes,No,Yes,Single,194.90309465868475,6,No
K-971,32,Female,Yes,No,Yes,Single,714.7924453435144,7,Yes
K-197,42,Male,Yes,Yes,Yes,Single,485.26962287298767,30,Yes
K-469,34,Female,Yes,No,No,Divorced,945.3785926871665,24,No
K-028,59,Female,No,No,No,Widowed,411.6224496551844,11,No
K-705,40,Male,No,Yes,Yes,Widowed,51.483767770352934,21,Yes
K-962,35,Male,Yes,No,No,Widowed,399.25278130802553,26,Yes
K-618,62,Female,No,Yes,Yes,Married,586.8684796317915,13,No
K-743,27,Female,Yes,No,No,Married,19.994223017414072,27,Yes
K-724,61,Male,No,Yes,Yes,Widowed,544.7800245512466,25,Yes
K-513,47,Female,No,No,No,Widowed,315.02507538369343,6,No
K-412,64,Female,No,No,No,Divorced,840.3321506069652,17,No
K-139,62,Male,No,No,No,Divorced,700.7314946335626,19,Yes
K-128,52,Male,No,Yes,Yes,Single,905.6640619304837,18,Yes
K-666,34,Male,Yes,Yes,Yes,Married,12.227889508258443,29,No
K-353,30,Male,Yes,Yes,Yes,Widowed,554.9423517558216,24,Yes
K-764,23,Male,Yes,Yes,Yes,Single,188.40068024312717,2,Yes
K-606,60,Male,No,No,No,Widowed,378.30451633220076,5,No
K-683,49,Male,Yes,Yes,No,Single,830.1747743067734,30,Yes
K-862,52,Female,No,Yes,No,Widowed,826.1487615600271,8,Yes
K-361,43,Male,No,Yes,Yes,Single,83.96065060225528,28,No
K-941,22,Male,Yes,No,Yes,Single,39.89548033320538,17,No
K-160,42,Male,No,No,Yes,Divorced,655.3289250046415,9,Yes
K-316,47,Male,Yes,Yes,No,Divorced,945.3870414040105,15,No
K-231,47,Female,No,No,Yes,Widowed,105.48073633441837,5,Yes
K-321,45,Male,Yes,Yes,No,Widowed,422.68216622411535,4,No
K-409,59,Male,Yes,Yes,Yes,Widowed,539.3175443627545,14,No
K-801,48,Female,No,Yes,No,Divorced,927.2509028620909,28,No
K-491,64,Female,No,Yes,Yes,Widowed,542.8437630519612,23,Yes
K-550,57,Male,No,Yes,No,Single,438.00580770929787,6,No
K-189,61,Male,Yes,No,Yes,Widowed,369.72692714447413,24,No
K-058,53,Male,No,No,Yes,Married,723.9992840926468,30,Yes
K-454,53,Male,Yes,No,Yes,Single,94.61313151188202,9,No
K-527,23,Male,Yes,Yes,Yes,Divorced,300.17472547538677,16,No
K-874,19,Male,No,Yes,Yes,Divorced,440.7903999285655,23,Yes
K-510,58,Female,Yes,No,No,Divorced,197.2596058019725,27,Yes
K-342,41,Female,No,Yes,Yes,Divorced,77.30286664904435,15,Yes
K-692,45,Male,Yes,Yes,No,Widowed,493.0145445149246,1,Yes
K-249,62,Female,Yes,No,No,Married,594.2715615257032,11,Yes
K-246,21,Male,No,Yes,Yes,Widowed,280.3616503518138,23,Yes
K-128,35,Male,No,No,No,Married,588.373137535896,29,No
K-822,23,Female,Yes,No,No,Widowed,719.2364232691241,3,No
K-368,47,Female,Yes,Yes,Yes,Married,851.7913431730939,18,Yes
K-458,61,Male,Yes,No,Yes,Single,843.615318569184,28,No
K-043,18,Female,Yes,Yes,No,Widowed,972.0821307928748,29,No
K-920,58,Male,Yes,No,Yes,Single,480.26325937777943,17,No
K-272,29,Male,No,No,Yes,Single,952.1708432596555,13,Yes
K-419,63,Female,No,No,Yes,Divorced,471.2086129672464,4,No
K-290,27,Female,No,Yes,No,Single,104.21076869263783,28,No
K-879,43,Female,No,No,Yes,Widowed,926.771154643469,12,Yes
K-951,29,Male,Yes,Yes,Yes,Widowed,376.5925657347375,1,No
K-012,33,Female,Yes,Yes,No,Single,571.7883168212462,16,Yes
K-243,49,Male,Yes,No,Yes,Married,773.2145411226127,15,Yes
K-872,44,Male,No,No,Yes,Divorced,299.5005624659928,27,Yes
K-298,22,Female,Yes,No,No,Widowed,216.99288851543798,20,Yes
K-340,53,Female,Yes,No,Yes,Divorced,476.23101237257526,7,Yes
K-309,48,Female,No,No,Yes,Divorced,214.90836866263862,17,No
K-042,58,Male,Yes,No,No,Married,961.7292388587979,23,Yes
K-397,51,Male,No,Yes,No,Single,495.5862253291719,30,Yes
K-382,48,Male,Yes,No,Yes,Married,491.0031517196007,24,Yes
K-849,39,Female,No,Yes,No,Single,161.7706736434001,2,Yes
K-526,48,Female,No,Yes,No,Married,110.57989993878539,2,Yes
K-768,33,Female,Yes,Yes,No,Single,619.4086479635977,17,Yes
K-524,43,Male,No,No,No,Widowed,371.21915133790213,20,Yes
K-308,35,Female,Yes,No,Yes,Divorced,735.8249182203946,18,Yes
K-409,28,Male,Yes,Yes,No,Widowed,837.1141331245567,29,Yes
K-881,36,Male,No,Yes,Yes,Single,641.3940083073331,11,No
K-585,39,Female,No,Yes,Yes,Divorced,384.8180861363273,27,No
K-980,46,Female,Yes,Yes,Yes,Divorced,998.744294646231,5,No
K-041,62,Female,No,No,Yes,Single,632.3306888610726,24,Yes
K-227,62,Male,Yes,Yes,No,Married,86.91232367175583,20,No
K-094,18,Male,No,Yes,No,Widowed,795.7515629233642,27,Yes
K-346,61,Female,Yes,Yes,Yes,Single,866.9584570402983,20,Yes
K-481,46,Male,Yes,No,No,Widowed,922.1287107151173,20,No
K-443,61,Male,Yes,Yes,No,Single,421.0704316593099,5,Yes
K-754,38,Female,No,No,No,Divorced,923.4488463844164,19,Yes
K-401,32,Female,No,Yes,Yes,Single,268.6837933163543,11,Yes
K-883,39,Female,No,Yes,No,Married,523.818491641878,9,No
K-111,62,Female,Yes,No,No,Single,931.2476567894151,25,No
K-052,61,Male,Yes,Yes,Yes,Widowed,140.35436916178153,18,Yes
K-470,20,Female,No,Yes,Yes,Single,20.419564489025795,27,No
K-443,46,Female,No,No,Yes,Widowed,41.55174570632322,17,Yes
K-981,22,Male,No,Yes,Yes,Married,276.8106912195977,1,Yes
K-317,29,Female,No,No,No,Married,427.69631093238615,2,No
K-519,48,Male,No,Yes,No,Divorced,278.1707062715043,21,No
K-983,23,Female,No,No,No,Married,297.96592805199964,7,No
K-116,42,Male,No,No,No,Divorced,99.1088412519713,18,No
K-183,59,Male,Yes,No,No,Divorced,965.4676485982292,21,Yes
K-497,40,Male,No,No,Yes,Single,768.7802335043746,9,No
K-510,30,Male,No,No,No,Divorced,736.1420601623606,2,Yes
K-605,51,Male,Yes,No,Yes,Divorced,821.2114427262701,13,No
K-219,28,Male,Yes,Yes,Yes,Widowed,239.0968515136412,6,Yes
K-516,22,Female,No,No,No,Divorced,486.2908193223124,7,Yes
K-793,23,Male,Yes,Yes,Yes,Single,611.9884239334438,4,No
K-644,56,Male,No,No,Yes,Single,603.3284177808486,1,Yes
K-953,25,Female,Yes,Yes,No,Married,295.0020146367878,4,Yes
K-197,60,Female,Yes,Yes,Yes,Married,610.3046005816857,12,Yes
K-715,57,Female,Yes,No,Yes,Married,738.667192718145,16,No
K-754,61,Female,Yes,Yes,No,Married,225.13576623872828,2,No
K-256,30,Male,Yes,No,Yes,Divorced,612.4449355357826,18,Yes
K-817,49,Male,No,Yes,No,Married,952.0974430780819,26,No
K-351,20,Male,Yes,Yes,No,Divorced,558.5143641115343,25,No
K-545,38,Female,No,No,Yes,Divorced,649.7139772980668,23,No
K-838,51,Female,No,No,Yes,Single,924.1611438155953,17,Yes
K-891,56,Female,No,Yes,Yes,Widowed,581.1396111827737,1,No
K-238,56,Male,No,Yes,No,Divorced,814.0092978509053,30,No
K-345,43,Male,Yes,Yes,No,Widowed,433.259266764981,20,Yes
K-161,40,Male,No,No,Yes,Single,501.7348406854713,17,No
K-219,50,Male,No,No,Yes,Married,204.05945177756263,21,Yes
K-848,33,Male,Yes,No,Yes,Divorced,845.9441542244161,14,Yes
K-474,22,Female,Yes,Yes,Yes,Divorced,891.5133832009207,16,Yes
K-865,21,Male,Yes,Yes,No,Widowed,398.0699164924606,24,Yes
K-958,24,Female,No,Yes,No,Divorced,794.9247554004081,28,No
K-877,63,Male,Yes,Yes,No,Divorced,495.18569468520565,11,No
K-992,40,Male,Yes,No,Yes,Married,46.17497852356558,21,No
K-319,24,Female,Yes,Yes,Yes,Married,277.8252734123655,14,Yes
K-308,28,Female,Yes,Yes,No,Divorced,305.3144619675591,17,No
K-435,29,Male,Yes,No,Yes,Widowed,60.07305305748409,15,No
K-853,33,Male,No,Yes,Yes,Married,940.0017952850346,9,No
K-038,47,Female,No,No,Yes,Divorced,802.0511020829117,2,Yes
K-286,36,Male,No,No,No,Married,551.225247405916,14,No
K-945,50,Male,No,Yes,Yes,Single,830.9386158959071,8,No
K-484,18,Male,Yes,Yes,Yes,Divorced,234.96982456464832,25,Yes
K-657,28,Male,Yes,No,No,Single,911.7721474214572,20,No
K-341,50,Male,Yes,No,No,Married,970.9044731971875,17,Yes
K-630,23,Male,No,Yes,Yes,Divorced,55.81591077445252,6,No
K-924,61,Male,Yes,No,Yes,Single,311.62116069228256,3,Yes
K-205,41,Female,Yes,No,Yes,Widowed,949.5130254578359,7,Yes
K-297,36,Male,Yes,Yes,No,Married,50.54491117749272,16,Yes
K-050,55,Male,No,Yes,No,Married,937.3321167856876,12,Yes
K-826,30,Female,Yes,No,No,Married,357.66297367329275,10,No
K-347,54,Female,Yes,No,No,Single,516.0047839328303,26,Yes
K-390,40,Male,Yes,Yes,No,Divorced,392.0821739687237,10,No
K-106,34,Male,Yes,Yes,Yes,Married,334.55861521278894,8,No
K-763,53,Female,Yes,No,No,Divorced,567.2716562939835,4,Yes
K-515,33,Female,No,Yes,Yes,Widowed,170.52861903278867,25,Yes
K-711,58,Female,No,No,No,Single,105.47469154206573,23,No
K-501,30,Female,Yes,No,Yes,Divorced,268.05060509765025,28,No
K-991,37,Male,No,Yes,No,Divorced,996.4178812074282,20,Yes
K-721,35,Male,No,Yes,No,Divorced,552.8058547461334,14,No
K-445,55,Male,No,Yes,Yes,Divorced,488.1749808767566,15,No
K-847,60,Female,No,Yes,Yes,Single,623.1838104488269,27,Yes
K-578,61,Male,Yes,Yes,Yes,Single,200.24848633065844,11,No
K-534,54,Female,Yes,Yes,Yes,Single,987.1444830995687,18,No
K-404,39,Female,Yes,Yes,Yes,Widowed,48.91709087343516,11,Yes
K-770,40,Male,No,No,Yes,Widowed,217.80274526401757,10,Yes
K-916,57,Female,Yes,Yes,No,Single,948.519736558137,6,Yes
K-353,55,Female,Yes,No,Yes,Single,509.9695650494754,7,Yes
K-588,45,Male,No,Yes,No,Single,142.00141027646168,8,Yes
K-140,59,Male,Yes,Yes,No,Single,372.71134047242344,22,Yes
K-684,27,Male,No,Yes,No,Widowed,517.6209170439199,16,No
K-352,29,Male,Yes,No,No,Widowed,238.45835796962623,17,No
K-313,54,Female,Yes,No,No,Widowed,40.37923757152903,6,Yes
K-255,37,Female,Yes,Yes,Yes,Widowed,805.346823766055,13,Yes
K-816,60,Male,Yes,No,Yes,Widowed,63.17573139580584,18,Yes
K-137,47,Male,No,No,Yes,Married,674.8447283431134,29,Yes
K-463,20,Male,Yes,No,Yes,Single,898.1443268545153,17,No
K-086,40,Female,Yes,Yes,Yes,Single,752.925416128613,28,Yes
K-010,53,Female,Yes,Yes,Yes,Single,93.5113023958929,20,Yes
K-291,42,Female,Yes,Yes,No,Single,157.24103191694914,10,Yes
K-585,20,Female,Yes,Yes,No,Divorced,723.9711477196371,6,Yes
K-767,33,Female,Yes,No,No,Single,107.55163279430928,1,Yes
K-888,40,Female,Yes,No,Yes,Single,130.39045177021532,22,Yes
K-523,39,Female,No,No,No,Widowed,274.07550438427955,4,Yes
K-726,33,Male,No,No,Yes,Single,75.05199363732758,2,No
K-156,40,Male,No,Yes,Yes,Married,493.94675928865286,28,No
K-570,47,Male,No,Yes,No,Single,949.0769179573506,7,No
K-699,40,Male,Yes,No,Yes,Widowed,859.1668346207583,8,No
K-429,59,Female,No,No,No,Divorced,292.85329876106545,5,Yes
K-608,26,Male,Yes,No,Yes,Widowed,418.53791697393586,29,No
K-802,19,Male,No,No,Yes,Divorced,444.6535891192347,22,No
K-829,45,Male,No,No,No,Widowed,250.56211476665902,14,No
K-376,29,Male,No,No,Yes,Divorced,779.9967933719871,15,Yes
K-473,42,Female,Yes,No,No,Divorced,713.102734936379,22,Yes
K-456,42,Female,No,Yes,No,Married,422.4710735258129,17,No
K-827,25,Female,No,No,No,Widowed,915.8603538635922,22,Yes
K-333,39,Male,No,No,Yes,Divorced,561.6359293957529,25,No
K-051,26,Female,No,Yes,No,Widowed,644.2283343408914,28,Yes
K-038,51,Male,No,Yes,No,Married,877.3822003338445,22,Yes
K-199,44,Female,No,Yes,Yes,Single,899.7870291347396,23,Yes
K-448,50,Female,Yes,Yes,No,Widowed,941.3158228781211,15,No
K-821,23,Female,No,Yes,No,Single,898.600270691708,13,No
K-876,34,Male,Yes,Yes,Yes,Single,302.8819625633576,15,No
K-301,64,Female,No,Yes,Yes,Single,67.73890700753464,20,No
K-470,58,Female,No,Yes,Yes,Widowed,820.517332589434,26,No
K-569,62,Male,No,Yes,Yes,Divorced,267.23682608837896,23,No
K-270,46,Female,No,No,Yes,Married,168.6226189774521,7,Yes
K-634,52,Male,Yes,Yes,No,Divorced,295.05855629109857,26,No
K-191,24,Female,Yes,No,Yes,Divorced,719.6364310983686,24,Yes
K-028,28,Male,Yes,No,Yes,Divorced,250.05683182735962,10,No
K-871,49,Female,No,Yes,No,Married,119.55770627499665,7,Yes
K-349,21,Male,Yes,Yes,No,Divorced,455.3659562776774,10,No
K-651,22,Female,No,Yes,Yes,Single,211.91715122899146,30,Yes
K-212,62,Female,No,No,No,Divorced,784.4250911916139,2,Yes
K-258,29,Female,Yes,Yes,No,Single,103.86622272399481,5,No
K-799,42,Female,No,Yes,Yes,Divorced,655.4518338711546,21,No
K-397,64,Female,No,No,Yes,Widowed,191.54476171080097,25,No
K-987,33,Female,Yes,No,No,Divorced,551.7639799113367,30,No
K-193,22,Male,Yes,No,Yes,Divorced,470.57147781795976,18,No
K-366,30,Male,No,No,Yes,Divorced,798.4329515085004,28,Yes
K-443,32,Male,Yes,Yes,Yes,Widowed,161.39510553243872,24,No
K-971,20,Female,Yes,Yes,No,Divorced,85.68417405536073,14,No
K-290,59,Male,No,No,No,Widowed,824.1929874271489,15,No
K-190,61,Female,No,Yes,No,Single,233.01297482787214,23,Yes
K-144,49,Male,Yes,Yes,Yes,Widowed,96.63017559781936,19,No
K-700,18,Male,No,No,No,Married,512.999994761894,11,No
K-515,19,Female,Yes,Yes,Yes,Single,533.3955150357598,12,Yes
K-526,53,Female,No,Yes,Yes,Married,763.0207300038577,3,No
K-554,22,Male,Yes,Yes,No,Single,744.4800158204856,11,Yes
K-855,38,Male,No,No,Yes,Single,67.90324209454273,3,No
K-945,36,Female,No,No,Yes,Single,328.4185320288262,5,Yes
K-542,21,Female,No,Yes,Yes,Divorced,132.84899775849843,2,No
K-704,26,Male,No,No,Yes,Divorced,293.04141305578923,20,No
K-238,47,Male,No,No,No,Single,761.3444009757659,21,No
K-219,49,Male,Yes,No,No,Divorced,838.7351963893497,30,Yes
K-185,26,Male,Yes,Yes,No,Widowed,85.98303607117563,25,Yes
K-966,21,Female,Yes,Yes,No,Married,988.6372400571306,4,No
K-539,20,Male,No,No,No,Divorced,633.669554212326,22,Yes
K-777,41,Female,Yes,No,Yes,Married,465.81881637371725,4,Yes
K-347,50,Female,No,Yes,Yes,Widowed,576.9491821602404,22,Yes
K-057,20,Male,Yes,No,No,Widowed,543.591769293341,18,Yes
K-429,39,Female,No,Yes,Yes,Widowed,472.77049581832244,21,Yes
K-667,55,Male,Yes,Yes,Yes,Widowed,859.5872260974022,12,No
K-890,60,Female,Yes,Yes,No,Married,295.7780519702345,4,No
K-890,54,Female,No,Yes,Yes,Single,642.4089162031933,16,Yes
K-351,58,Female,No,No,Yes,Widowed,199.24891091669397,22,Yes
K-564,63,Male,Yes,Yes,No,Married,210.901474563427,27,No
K-461,47,Male,No,No,No,Single,991.9065012761359,26,Yes
K-251,18,Male,No,No,No,Widowed,198.46160719010825,2,No
K-944,38,Female,Yes,No,No,Widowed,739.6365853378124,24,Yes
K-253,42,Male,No,Yes,Yes,Widowed,569.7950510379573,2,No
K-701,31,Female,No,No,No,Divorced,509.27982152272307,24,Yes
K-257,31,Male,Yes,No,Yes,Divorced,838.7952577702185,9,No
K-571,20,Male,Yes,Yes,Yes,Married,310.18994869520026,30,Yes
K-240,34,Female,No,No,Yes,Married,823.8830905378824,11,No
K-072,25,Female,No,No,No,Single,340.29420588294647,20,No
K-890,57,Female,No,No,No,Divorced,85.42094784997886,6,Yes
K-844,61,Female,Yes,Yes,Yes,Married,291.28085358159166,21,Yes
K-724,40,Male,No,No,Yes,Widowed,940.4644242296002,30,No
K-671,36,Female,Yes,Yes,Yes,Widowed,977.6796642786256,17,Yes
K-492,36,Female,No,No,No,Married,24.144033097565742,30,No
K-980,36,Female,No,Yes,No,Divorced,617.9695178604511,4,Yes
K-167,34,Female,No,No,No,Married,14.337062504340489,11,No
K-089,38,Male,No,Yes,Yes,Single,538.4960497848834,10,Yes
K-976,46,Male,Yes,Yes,No,Single,150.59584779820756,28,Yes
K-402,26,Male,Yes,Yes,Yes,Married,472.4748203303104,23,Yes
K-741,35,Male,Yes,Yes,Yes,Married,522.9115655245513,21,Yes
K-645,62,Female,Yes,Yes,No,Widowed,701.0496373810001,2,No
K-722,53,Male,No,Yes,No,Married,379.21726469802036,17,Yes
K-072,28,Female,No,No,No,Single,58.78022812173981,28,Yes
K-857,40,Male,Yes,Yes,No,Married,147.63372849178614,7,No
K-501,46,Male,No,No,No,Divorced,843.0265549117881,1,No
K-966,29,Female,Yes,Yes,No,Widowed,957.5859965518723,29,No
K-716,62,Female,No,No,Yes,Single,28.90448947612078,22,Yes
K-005,49,Male,No,No,No,Married,822.1513235608691,21,Yes
K-122,60,Female,No,Yes,No,Married,635.551381670364,22,No
K-263,58,Female,Yes,Yes,Yes,Single,981.82665590684,10,Yes
K-309,31,Female,No,Yes,No,Divorced,682.9987184800625,23,Yes
K-882,36,Female,Yes,No,No,Married,767.0541866337026,17,Yes
K-485,62,Female,No,Yes,No,Married,817.6737635931214,30,Yes
K-516,36,Female,No,No,Yes,Single,36.69545880197306,28,No
K-582,58,Male,Yes,Yes,Yes,Widowed,106.25184005894965,3,Yes
K-410,59,Female,No,No,No,Divorced,973.3790365833532,7,Yes
K-956,33,Male,Yes,Yes,Yes,Single,509.54474835304745,14,Yes
K-459,22,Male,Yes,Yes,No,Married,742.0744434090403,12,Yes
K-972,50,Female,No,No,No,Married,418.6367265420595,28,No
K-529,45,Male,No,No,Yes,Widowed,463.8620781032938,26,No
K-090,40,Male,Yes,No,Yes,Divorced,318.2781202880817,10,Yes
K-977,22,Male,Yes,Yes,Yes,Divorced,138.96296231951888,14,No
K-982,56,Female,No,No,Yes,Married,179.4011321148048,24,Yes
K-568,25,Female,No,Yes,No,Widowed,413.09000519922034,1,Yes
K-836,58,Female,Yes,No,Yes,Divorced,200.51258710889897,4,No
K-691,33,Male,No,No,No,Single,895.0897309041329,28,No
K-217,58,Male,No,No,Yes,Widowed,116.62898446173283,2,Yes
K-037,57,Male,No,Yes,Yes,Widowed,405.17392776178934,20,Yes
K-755,41,Female,Yes,No,Yes,Divorced,450.3481887415811,25,No
K-185,28,Male,Yes,Yes,Yes,Widowed,40.92269957032849,1,Yes
K-107,58,Female,No,No,No,Single,161.68995184547003,1,Yes
K-186,59,Male,Yes,Yes,No,Widowed,814.1709649888213,10,Yes
K-732,62,Female,Yes,Yes,Yes,Widowed,680.7165546952856,30,No
K-550,23,Male,Yes,Yes,Yes,Married,440.7766814669884,5,Yes
K-256,27,Female,Yes,No,Yes,Married,902.8202300073492,24,Yes
K-378,27,Male,No,No,Yes,Divorced,954.2391477804044,19,No
K-802,39,Male,No,No,Yes,Single,436.7966283219764,21,Yes
K-576,53,Male,No,No,Yes,Single,615.7518842788622,25,No
K-703,19,Female,Yes,Yes,No,Divorced,31.593466417051005,9,Yes
K-619,31,Male,Yes,No,Yes,Widowed,460.40377780472,14,Yes
K-215,62,Female,No,No,No,Married,142.3071806988757,15,Yes
K-532,22,Female,Yes,Yes,No,Widowed,342.3087950340701,30,Yes
K-138,29,Male,Yes,No,No,Married,745.126510703921,4,Yes
K-609,22,Male,Yes,Yes,No,Married,588.0173014857406,25,Yes
K-876,61,Male,No,Yes,Yes,Widowed,731.8989630988461,21,No
K-016,20,Male,No,Yes,No,Divorced,168.0802431681469,26,No
K-759,28,Female,Yes,Yes,Yes,Single,290.1817836620247,1,No
K-367,51,Female,Yes,Yes,No,Divorced,652.8674448056092,17,No
K-439,44,Female,No,No,Yes,Divorced,731.7164971378469,24,Yes
K-072,18,Male,No,Yes,Yes,Divorced,878.4876836427268,29,No
K-388,55,Female,No,Yes,No,Single,366.9901866983912,6,No
K-660,50,Male,Yes,No,Yes,Married,793.9508740749706,3,No
K-763,48,Female,Yes,No,No,Married,24.46664911650948,2,No
K-943,36,Female,No,No,No,Single,903.3085125459978,11,Yes
K-803,52,Male,Yes,No,No,Single,202.01453686727814,27,Yes
K-586,55,Female,No,Yes,No,Married,341.09216313937935,6,No
K-624,56,Male,No,No,No,Married,386.292699332362,6,Yes
K-093,44,Female,No,Yes,No,Married,876.5622057430948,6,Yes
K-103,19,Male,No,Yes,No,Single,94.54644276771921,17,No
K-682,58,Male,No,No,Yes,Divorced,412.63781837007514,23,Yes
K-385,27,Female,No,No,No,Widowed,369.0498739120272,19,No
K-464,41,Female,No,Yes,No,Divorced,913.7900938389513,16,No
K-661,39,Female,No,Yes,No,Divorced,466.7757981944099,16,No
K-487,45,Female,No,Yes,Yes,Divorced,696.838887539668,5,Yes
K-840,19,Female,Yes,Yes,Yes,Widowed,40.514655968901465,12,Yes
K-900,47,Male,No,No,Yes,Divorced,487.5423162477957,28,Yes
K-982,21,Female,Yes,Yes,Yes,Married,470.99520094037337,25,No
K-676,24,Male,No,Yes,No,Divorced,527.8168869058032,5,Yes
K-746,19,Male,Yes,No,No,Divorced,910.5445400375002,13,Yes
K-917,32,Female,No,Yes,No,Married,168.80415707862576,7,No
K-732,26,Male,Yes,No,No,Widowed,634.4625659638392,16,No
K-873,57,Female,Yes,No,No,Divorced,230.91911300174402,14,Yes
K-292,64,Female,No,No,Yes,Married,974.5144282835471,14,No
K-443,34,Male,No,Yes,No,Married,864.8625778965151,13,No
K-379,49,Male,No,No,No,Divorced,258.82941004573183,25,No
K-765,49,Female,No,Yes,Yes,Married,988.85860395634,8,No
K-320,48,Female,No,No,Yes,Widowed,406.3573612429928,10,Yes
K-887,29,Male,Yes,Yes,No,Married,505.9332085352915,15,Yes
K-292,46,Female,No,Yes,Yes,Married,114.36280515546387,22,Yes
K-518,60,Male,Yes,No,Yes,Widowed,317.4432117593615,15,Yes
K-146,21,Female,Yes,No,No,Married,925.6530713830139,21,Yes
K-691,64,Male,Yes,Yes,No,Widowed,921.3270003220297,19,Yes
K-770,36,Male,No,No,Yes,Married,623.6257471557368,29,No
K-267,34,Male,Yes,Yes,Yes,Divorced,449.91712466088677,23,No
K-437,44,Male,No,Yes,Yes,Single,237.961797441008,2,Yes
K-327,53,Female,Yes,Yes,No,Widowed,768.5853966790869,23,Yes
K-139,41,Female,No,Yes,Yes,Widowed,875.6536031355744,5,Yes
K-081,53,Female,Yes,Yes,Yes,Widowed,388.99080352056876,16,Yes
K-603,40,Female,Yes,Yes,Yes,Divorced,448.76972849571706,28,No
K-504,39,Female,No,No,No,Divorced,199.4616119809517,11,No
K-875,51,Male,No,No,No,Divorced,303.05976597716693,30,Yes
K-253,53,Male,Yes,No,Yes,Single,111.44928642019805,24,Yes
K-928,18,Male,No,No,Yes,Widowed,408.2149195825473,15,Yes
K-693,20,Male,No,Yes,No,Divorced,189.21030982409508,9,No
K-192,25,Female,Yes,Yes,No,Single,330.2849736332899,21,Yes
K-630,43,Male,No,No,Yes,Widowed,833.461070634969,17,No
K-760,20,Male,Yes,No,Yes,Married,48.98304393314797,8,Yes
K-112,34,Male,No,Yes,No,Married,341.78166632069843,17,No
K-377,60,Male,Yes,Yes,Yes,Married,44.930369441600526,22,No
K-526,51,Female,No,No,No,Divorced,760.7021808045894,26,No
K-008,29,Female,Yes,Yes,Yes,Single,42.906488403607945,21,Yes
K-527,61,Male,No,Yes,Yes,Widowed,622.7904920972198,11,No
K-233,47,Male,No,Yes,No,Single,624.0219686223035,3,No
K-252,59,Male,Yes,No,No,Widowed,558.8559040004526,17,No
K-103,29,Female,Yes,No,Yes,Married,882.5596959547922,6,No
K-706,20,Female,No,Yes,Yes,Divorced,238.36196964291338,4,Yes
K-267,26,Female,Yes,Yes,Yes,Married,801.2662247136744,25,No
K-968,47,Male,Yes,Yes,Yes,Single,202.70212810419957,17,Yes
K-491,59,Male,No,No,Yes,Single,122.5182134870756,12,Yes
K-468,44,Male,No,No,No,Single,29.117091541868085,23,Yes
K-333,54,Female,Yes,No,Yes,Divorced,696.8073184610223,29,No
K-448,49,Male,No,No,Yes,Single,491.28611598288325,22,Yes
K-616,43,Female,Yes,No,No,Divorced,82.4780093039337,1,No
K-483,22,Male,Yes,Yes,Yes,Divorced,250.84721710506852,23,No
K-308,31,Male,Yes,Yes,No,Married,156.46328186814236,11,No
K-433,22,Male,Yes,No,No,Divorced,676.347630732406,1,No
K-856,30,Female,Yes,Yes,No,Single,764.795902816699,26,No
K-799,42,Male,No,No,Yes,Single,45.35363252707055,23,No
K-460,51,Male,Yes,No,No,Divorced,939.8101383242489,6,Yes
K-665,38,Male,No,No,No,Widowed,126.85554280164459,16,Yes
K-607,31,Female,Yes,Yes,No,Single,916.4947931386903,14,No
K-462,47,Female,Yes,No,Yes,Married,946.4120926853799,28,No
K-435,22,Female,Yes,No,Yes,Widowed,36.93907348289695,29,Yes
K-852,21,Female,No,Yes,Yes,Married,803.7875615191136,25,Yes
K-202,38,Female,Yes,No,Yes,Married,736.9333508856529,25,No
K-259,59,Female,Yes,No,Yes,Widowed,203.60325249968017,28,No
K-072,19,Female,No,Yes,No,Divorced,786.7564062174562,28,Yes
K-957,38,Female,Yes,No,No,Married,129.60106407437678,11,Yes
K-267,28,Female,Yes,Yes,No,Single,914.1995404763004,20,No
K-773,44,Male,Yes,Yes,Yes,Widowed,978.107914877178,25,Yes
K-878,57,Male,Yes,No,Yes,Widowed,943.56251718894,24,No
K-724,23,Female,No,Yes,Yes,Divorced,215.51177704153912,9,No
K-631,56,Male,No,Yes,Yes,Married,20.067558452213536,19,Yes
K-020,27,Male,Yes,No,No,Single,967.7201989527946,16,Yes
K-125,63,Female,No,Yes,Yes,Widowed,915.6745816558249,11,Yes
K-454,37,Female,Yes,No,No,Single,407.17471411295475,28,Yes
K-173,63,Male,No,No,Yes,Divorced,616.1841196469462,10,Yes
K-433,61,Female,No,No,No,Single,351.66889272598644,21,No
K-101,43,Female,No,Yes,Yes,Widowed,25.043081134526844,15,Yes
K-271,25,Male,No,No,No,Divorced,767.0424282504662,21,No
K-166,54,Male,Yes,No,No,Widowed,267.6724413174344,19,No
K-675,27,Male,No,No,Yes,Married,306.51877935235285,20,Yes
K-721,61,Female,No,No,Yes,Divorced,752.0726608956531,10,No
K-183,28,Female,Yes,No,Yes,Single,476.0239874440197,24,No
K-733,31,Male,No,Yes,Yes,Divorced,591.9018106844177,15,No
K-881,55,Male,Yes,No,No,Widowed,581.1844967516165,7,No
K-100,55,Female,Yes,Yes,Yes,Married,690.2877441281049,7,No
K-890,21,Female,No,Yes,Yes,Divorced,48.79348006924809,18,No
